A,,,,
Kebonagung,Jawa Timur,Daop VIII Surabaya,KBA,Tidak beroperasi
Kebonromo,Jawa Tengah,Daop VI Yogyakarta,KRO,Beroperasi
Kebumen,Jawa Tengah,Daop V Purwokerto,KM,Beroperasi
Kedinding,Jawa Timur,Daop VIII Surabaya,KDN,Beroperasi
Kediri,Jawa Timur,Daop VII Madiun,KD,Beroperasi
Kedu,Jawa Tengah,Daop VI Yogyakarta,KEU,Tidak beroperasi
Kedundang,Jawa Tengah,Daop VI Yogyakarta,KDG,Beroperasi
Kedungbanteng,Jawa Tengah,Daop VI Yogyakarta,KDB,Beroperasi
"Kedungjati
d.h. Kedoeng-Djattie",Jawa Tengah,Daop IV Semarang,KEJ,Beroperasi
Kedunggalar,Jawa Timur,Daop VII Madiun,KG,Beroperasi
Kedunggedeh,Jawa Barat,Daop I Jakarta,KDH,Beroperasi
Kedungpring,Jawa Timur,Daop VII Madiun,KEI,Tidak beroperasi
Kedungwuni,Jawa Tengah,Daop IV Semarang,KDW,Tidak beroperasi
Kemayoran,DKI Jakarta,Daop I Jakarta,KMO,Beroperasi
"Kemijen
d.h. Kemidjen SJS",Jawa Tengah,Daop IV Semarang,KME,Tidak beroperasi
Kemiri,Jawa Tengah,Daop VI Yogyakarta,KMR,Beroperasi
Kemranjen,Jawa Tengah,Daop V Purwokerto,KJ,Beroperasi
Kempit,Jawa Timur,Daop IX Jember,KMP,Tidak beroperasi
Kendal,Jawa Tengah,Daop IV Semarang,KL,Tidak beroperasi
Kendalpayak,Jawa Timur,Daop VIII Surabaya,KDY,Tidak beroperasi
Kencong,Jawa Timur,Daop IX Jember,KNC,Tidak beroperasi
Kepanjen,Jawa Timur,Daop VIII Surabaya,KPN,Beroperasi
Kepet,Jawa Timur,Daop VIII Surabaya,KEP,Tidak beroperasi
Kepuh,Jawa Tengah,Daop VI Yogyakarta,KEH,Tidak beroperasi
Kertasemaya,Jawa Barat,Daop III Cirebon,KTM,Beroperasi
Kertomenanggal,Jawa Timur,Daop VIII Surabaya,KOM,Tidak beroperasi
Kertosono,Jawa Timur,Daop VII Madiun,KTS,Beroperasi
Kesamben,Jawa Timur,Daop VIII Surabaya,KSB,Beroperasi
Ketandan,Jawa Tengah,Daop VI Yogyakarta,KTD,Tidak beroperasi
Ketanggungan,Jawa Tengah,Daop III Cirebon,KGG,Beroperasi
"Ketanggungan Barat
d.h. Ketanggoengan-West",Jawa Tengah,Daop III Cirebon,KGB,Tidak beroperasi
"Ketapang (Banyuwangi)
d.h. Banyuwangi Baru",Jawa Timur,Daop IX Jember,KTG,Beroperasi
Kiaracondong,Jawa Barat,Daop II Bandung,KAC,Beroperasi
Klakah,Jawa Timur,Daop IX Jember,KK,Beroperasi
Klari,Jawa Barat,Daop I Jakarta,KLI,Beroperasi
"Klaten
d.h. Klaten",Jawa Tengah,Daop VI Yogyakarta,KT,Beroperasi
Klender,DKI Jakarta,Daop I Jakarta,KLD,Beroperasi
Klender Baru,DKI Jakarta,Daop I Jakarta,KLDB,Beroperasi
Klotok,Jawa Timur,Daop VIII Surabaya,KOK,Tidak beroperasi
Kosambi,Jawa Barat,Daop I Jakarta,KOS,Beroperasi
Kotapadang,Bengkulu,Divre III Palembang,KOP,Beroperasi
Kotok,Jawa Timur,Daop IX Jember,KTK,Beroperasi
Kradenan,Jawa Tengah,Daop IV Semarang,KNN,Beroperasi
Kraksaan,Jawa Timur,Daop IX Jember,KR,Tidak beroperasi
Kramat,DKI Jakarta,Daop I Jakarta,KMT,Beroperasi
Kranggan,Jawa Tengah,Daop VI Yogyakarta,KEU,Tidak beroperasi
Kranji,Jawa Barat,Daop I Jakarta,KRI,Beroperasi
Kras,Jawa Timur,Daop VII Madiun,KRS,Beroperasi
Kraton,Jawa Timur,Daop IX Jember,KN,Tidak beroperasi
Krebet,Jawa Timur,Daop VIII Surabaya,KEE,Tidak beroperasi
Krengseng,Jawa Tengah,Daop IV Semarang,KNS,Beroperasi
Krenceng,Banten,Daop I Jakarta,KEN,Beroperasi
Kretek,Jawa Tengah,Daop V Purwokerto,KRT,Beroperasi
Krian,Jawa Timur,Daop VIII Surabaya,KRN,Beroperasi
Krikilan,Jawa Timur,Daop IX Jember,KKL,Beroperasi
Kronelan,Jawa Tengah,Daop VI Yogyakarta,KNL,Tidak beroperasi
Kroya,Jawa Tengah,Daop V Purwokerto,KYA,Beroperasi
Kudaile,Jawa Tengah,Daop V Purwokerto,KDE,Tidak beroperasi
Kudus,Jawa Tengah,Daop IV Semarang,KS,Tidak beroperasi
"Kumendung
d.h. Koemendoeng SS",Jawa Timur,Daop VIII Surabaya,KMG,Tidak beroperasi
Kunduran,Jawa Tengah,Daop IV Semarang,KDR,Tidak beroperasi
Kuripan,Jawa Tengah,Daop IV Semarang,KRP,Beroperasi
Kutoarjo,Jawa Tengah,Daop V Purwokerto,KTA,Beroperasi
Kutowinangun,Jawa Tengah,Daop V Purwokerto,KWN,Beroperasi
Kutu,D.I Yogyakarta,Daop VI Yogyakarta,KTU,Tidak beroperasi
Kuwu,Jawa Tengah,Daop IV Semarang,KU,Tidak beroperasi
Kwangen,Jawa Timur,Daop VIII Surabaya,KWA,Tidak beroperasi
Kwanyar,Jawa Timur,Daop VIII Surabaya,KWR,Tidak beroperasi
L,,,,
Nama stasiun,Provinsi,Daerah Operasi/Divisi Regional,Singkatan stasiun,Kondisi
Labang,Jawa Timur,Daop VIII Surabaya,LAB,Tidak beroperasi
Labruk,Jawa Timur,Daop IX Jember,LBK,Tidak beroperasi
Labuan (Pandeglang),Banten,Daop I Jakarta,LBN,Tidak beroperasi
Lamongan,Jawa Timur,Daop VIII Surabaya,LMG,Beroperasi
Lampegan,Jawa Barat,Daop II Bandung,LP,Beroperasi
Langen,Jawa Barat,Daop V Purwokerto,LN,Beroperasi
Larangan (ke Smt),Jawa Tengah,Daop IV Semarang,LR,Beroperasi
Larangan (ke Pwt),Jawa Tengah,Daop III Cirebon,LRA,Beroperasi
Lasem,Jawa Tengah,Daop IV Semarang,LS,Tidak beroperasi
Lawang,Jawa Timur,Daop VIII Surabaya,LW,Beroperasi
Lebakjero,Jawa Barat,Daop II Bandung,LBJ,Beroperasi
Lebeng,Jawa Tengah,Daop V Purwokerto,LBG,Beroperasi
Leces,Jawa Timur,Daop IX Jember,LEC,Beroperasi
Ledokombo,Jawa Timur,Daop IX Jember,LDO,Beroperasi
Legok,Jawa Tengah,Daop V Purwokerto,LGK,Tidak beroperasi
Leles,Jawa Barat,Daop II Bandung,LL,Beroperasi
Lemahabang,Jawa Barat,Daop I Jakarta,LMB,Beroperasi
"Lempuyangan
d.h. Djocja Lempoejangan",D.I Yogyakarta,Daop VI Yogyakarta,LPN,Beroperasi
Lenteng Agung,DKI Jakarta,Daop I Jakarta,LNA,Beroperasi
Lespadangan,Jawa Timur,Daop VIII Surabaya,LES,Tidak beroperasi
Leuwigoong,Jawa Barat,Daop II Bandung,LO,Beroperasi
Linggapura,Jawa Tengah,Daop V Purwokerto,LG,Beroperasi
Lobener,Jawa Barat,Daop III Cirebon,LB,Tidak beroperasi
Losari,Jawa Barat,Daop III Cirebon,LOS,Beroperasi
Lumajang,Jawa Timur,Daop IX Jember,LM,Tidak beroperasi
Luwung,Jawa Barat,Daop III Cirebon,LWG,Tidak beroperasi
M,,,,
Nama stasiun,Provinsi,Daerah Operasi/Divisi Regional,Singkatan stasiun,Kondisi
Madiun,Jawa Timur,Daop VII Madiun,MN,Beroperasi
Madiun Pasar,Jawa Timur,Daop VII Madiun,MNP,Tidak beroperasi
Magelang Kota,Jawa Tengah,Daop VI Yogyakarta,MG,Tidak beroperasi
Magelang Pasar,Jawa Tengah,Daop VI Yogyakarta,MGP,Tidak beroperasi
"Magetan
d.h. Barat",Jawa Timur,Daop VII Madiun,MAG,Beroperasi
Maguwo,D.I Yogyakarta,Daop VI Yogyakarta,MGW,Beroperasi
Maja,Banten,Daop I Jakarta,MJ,Beroperasi
Majalaya,Jawa Barat,Daop II Bandung,MJA,Tidak beroperasi
Malang,Jawa Timur,Daop VIII Surabaya,ML,Beroperasi
Malang Jagalan,Jawa Timur,Daop VIII Surabaya,MLJ,Tidak beroperasi
Malang Kotalama,Jawa Timur,Daop VIII Surabaya,MLK,Beroperasi
Malasan,Jawa Timur,Daop IX Jember,MLS,Beroperasi
Maleber,Jawa Barat,Daop II Bandung,MLB,Tidak beroperasi
Malingping,Banten,Daop I Jakarta,MLP,Tidak beroperasi
Mampang,DKI Jakarta,Daop I Jakarta,MPG,Tidak beroperasi
Mandiraja,Jawa Tengah,Daop V Purwokerto,MRJ,Tidak beroperasi
Manggarai,DKI Jakarta,Daop I Jakarta,MRI,Beroperasi
Mangga Besar,DKI Jakarta,Daop I Jakarta,MGB,Beroperasi
Mangkang,Jawa Tengah,Daop IV Semarang,MKG,Beroperasi
Mangli,Jawa Timur,Daop IX Jember,MI,Beroperasi
Manonjaya,Jawa Barat,Daop II Bandung,MNJ,Beroperasi
Mantingan,Jawa Tengah,Daop IV Semarang,MNT,Tidak beroperasi
Maos,Jawa Tengah,Daop V Purwokerto,MA,Beroperasi
Margasari,Jawa Tengah,Daop V Purwokerto,MA,Tidak beroperasi
Margorejo,Jawa Timur,Daop VIII Surabaya,MGJ,Tidak beroperasi
Masaran,Jawa Tengah,Daop VI Yogyakarta,MSR,Beroperasi
Maseng,Jawa Barat,Daop I Jakarta,MSG,Beroperasi
Maswati,Jawa Barat,Daop II Bandung,MSI,Beroperasi
Matraman,DKI Jakarta,Daop I Jakarta,MTR,Beroperasi
Mayong,Jawa Tengah,Daop IV Semarang,MY,Tidak beroperasi
Medari,Jawa Tengah,Daop VI Yogyakarta,MDI,Tidak beroperasi
Meluwung,Jawa Tengah,Daop V Purwokerto,MLW,Beroperasi
Menes,Banten,Daop I Jakarta,MNS,Tidak beroperasi
Merak,Banten,Daop I Jakarta,MER,Beroperasi
"Merakurak
d.h. Merak-Oerak",Jawa Timur,Daop VIII Surabaya,MKR,Tidak beroperasi
Mesigit,Jawa Timur,Daop VIII Surabaya,MST,Beroperasi
Mertoyudan,Jawa Tengah,Daop VI Yogyakarta,MTY,Tidak beroperasi
Minggiran,Jawa Timur,Daop VII Madiun,MGN,Beroperasi
Mlilir,Jawa Timur,Daop VII Madiun,MIL,Tidak beroperasi
Mlati,D.I Yogyakarta,Daop VI Yogyakarta,MLI[c],Tidak beroperasi
Mojoagung,Jawa Timur,Daop VIII Surabaya,MOJ,Tidak beroperasi
"Mojokerto
d.h. Modjokerto SS",Jawa Timur,Daop VIII Surabaya,MR,Beroperasi
"Mojokerto Kota
d.h. Modjokerto OJS",Jawa Timur,Daop VIII Surabaya,MKT,Tidak beroperasi
Mojosari,Jawa Timur,Daop VIII Surabaya,MJS,Tidak beroperasi
Mojosongo,Jawa Tengah,Daop VI Yogyakarta,MOS,Tidak beroperasi
Monggot,Jawa Tengah,Daop VI Yogyakarta,MGT,Tidak beroperasi
Montelan,Jawa Tengah,Daop VI Yogyakarta,MTL,Tidak beroperasi
Mrawan,Jawa Timur,Daop IX Jember,MRW,Beroperasi
Mujur,Jawa Timur,Daop IX Jember,MJR,Tidak beroperasi
Muntilan,Jawa Tengah,Daop VI Yogyakarta,MTN,Tidak beroperasi
N,,,,
Nama stasiun,Provinsi,Daerah Operasi/Divisi Regional,Singkatan stasiun,Kondisi
Nagreg,Jawa Barat,Daop II Bandung,NG,Beroperasi
Nangkaan,Jawa Timur,Daop IX Jember,NKN,Tidak beroperasi
Nambo,Jawa Barat,Daop I Jakarta,NMO,Beroperasi
Ngabean,D.I Yogyakarta,Daop VI Yogyakarta,NBN,Tidak beroperasi
Ngadiluwih,Jawa Timur,Daop VII Madiun,NDL,Beroperasi
Ngagel,Jawa Timur,Daop VIII Surabaya,NGL,Tidak beroperasi
Ngaloran,Jawa Tengah,Daop IV Semarang,NLR,Tidak beroperasi
Nganjuk,Jawa Timur,Daop VII Madiun,NJ,Beroperasi
Ngawen,Jawa Tengah,Daop IV Semarang,NA,Tidak beroperasi
"Ngawi
d.h. Paron",Jawa Timur,Daop VII Madiun,NGW,Beroperasi
Ngebruk,Jawa Timur,Daop VIII Surabaya,NB,Beroperasi
Ngemplak,Jawa Tengah,Daop IV Semarang,NPK,Tidak beroperasi
Ngimbang,Jawa Timur,Daop VII Madiun,NBG,Tidak beroperasi
Ngrombo,Jawa Tengah,Daop IV Semarang,NBO,Beroperasi
Ngoro KSM,Jawa Timur,Daop VII Madiun,NGR,Tidak beroperasi
Ngoro OJS,Jawa Timur,Daop VIII Surabaya,NRO,Tidak beroperasi
Ngujang,Jawa Timur,Daop VII Madiun,NJG,Beroperasi
Nguling,Jawa Timur,Daop IX Jember,NL,Tidak beroperasi
Ngunut,Jawa Timur,Daop VII Madiun,NT,Beroperasi
Nguntoronadi,Jawa Tengah,Daop VI Yogyakarta,NTN,Tidak beroperasi
Notog,Jawa Tengah,Daop V Purwokerto,NTG,Beroperasi
P,,,,
Nama stasiun,Provinsi,Daerah Operasi/Divisi Regional,Singkatan stasiun,Kondisi
Pabuaran,Jawa Barat,Daop III Cirebon,PAB,Beroperasi
Padaherang,Jawa Barat,Daop II Bandung,PAH,Tidak beroperasi
Padalarang,Jawa Barat,Daop II Bandung,PDL,Beroperasi
Padangan,Jawa Timur,Daop IV Semarang,PGN,Tidak beroperasi
Padas,Jawa Tengah,Daop IV Semarang,PDS,Beroperasi
Padayungan,Jawa Barat,Daop II Bandung,PDY,Tidak beroperasi
Pagerwojo,Jawa Timur,Daop VIII Surabaya,PWJ[d],Tidak beroperasi
Pagongan,Jawa Tengah,Daop V Purwokerto,PNG,Tidak beroperasi
Pagotan,Jawa Timur,Daop VII Madiun,PGO,Tidak beroperasi
"Paiton
d.h. Phaiton",Jawa Timur,Daop IX Jember,PHT,Tidak beroperasi
Pajarakan,Jawa Timur,Daop IX Jember,PJK,Tidak beroperasi
Pakisaji,Jawa Timur,Daop VIII Surabaya,PSI,Beroperasi
"Palang
d.h. Pesantren",Jawa Timur,Daop VIII Surabaya,PAG,Tidak beroperasi
"Palbapang
d.h. Paal-Bapang",D.I Yogyakarta,Daop VI Yogyakarta,PLP,Tidak beroperasi
"Palmerah
d.h. Paal-Merah",DKI Jakarta,Daop I Jakarta,PLM,Beroperasi
Palur,Jawa Tengah,Daop VI Yogyakarta,PL,Beroperasi
Pamekasan,Jawa Timur,Daop VIII Surabaya,PM,Tidak beroperasi
Pamotan,Jawa Tengah,Daop IV Semarang,PMT,Tidak beroperasi
Panarukan,Jawa Timur,Daop IX Jember,PNR,Tidak beroperasi
"Panarukan Pelabuhan
d.h. Panaroekan-Boom",Jawa Timur,Daop IX Jember,PNRH,Tidak beroperasi
Pandaan,Jawa Timur,Daop VIII Surabaya,PDA,Tidak beroperasi
Pandeglang,Banten,Daop I Jakarta,PDG,Tidak beroperasi
Pangandaran,Jawa Barat,Daop II Bandung,PND,Tidak beroperasi
Panji,Jawa Timur,Daop IX Jember,PJI,Tidak beroperasi
Panunggalan,Jawa Tengah,Daop IV Semarang,PNL,Beroperasi
"Panyuran
d.h. Perambatan",Jawa Timur,Daop VIII Surabaya,PYR,Tidak beroperasi
Papar,Jawa Timur,Daop VII Madiun,PPR,Beroperasi
Parakan,Jawa Tengah,Daop VI Yogyakarta,PRN,Tidak beroperasi
"Pare
d.h. Paree",Jawa Timur,Daop VII Madiun,PE,Tidak beroperasi
Parigi,Jawa Barat,Daop II Bandung,PAR,Tidak beroperasi
Parung Kuda,Jawa Barat,Daop I Jakarta,PRK,Beroperasi
Parung Panjang,Jawa Barat,Daop I Jakarta,PRP,Beroperasi
"Pasar Bantul
d.h. Pasar-Bantool",D.I Yogyakarta,Daop VI Yogyakarta,PBL,Tidak beroperasi
Pasargede,D.I Yogyakarta,Daop VI Yogyakarta,PAD,Tidak beroperasi
Pasarkliwon,Jawa Tengah,Daop V Purwokerto,PKW,Tidak beroperasi
Pasar Minggu,DKI Jakarta,Daop I Jakarta,PSM,Beroperasi
Pasar Minggu Baru,DKI Jakarta,Daop I Jakarta,PSMB,Beroperasi
Pasarnguter,Jawa Tengah,Daop VI Yogyakarta,PNT,Beroperasi
Pasar Senen,DKI Jakarta,Daop I Jakarta,PSE,Beroperasi
Pasirbungur,Jawa Barat,Daop III Cirebon,PAS,Beroperasi
Pasirhayam,Jawa Barat,Daop II Bandung,PH,Tidak beroperasi
Pasirjengkol,Jawa Barat,Daop II Bandung,PSJ,Beroperasi
Pasirian,Jawa Timur,Daop IX Jember,PSR,Tidak beroperasi
Pasoso,DKI Jakarta,Daop I Jakarta,POO,Beroperasi
Pasuruan,Jawa Timur,Daop IX Jember,PS,Beroperasi
"Pasuruan Pelabuhan
d.h. Pasoeroean-Boom",Jawa Timur,Daop IX Jember,PSH,Tidak beroperasi
Pati,Jawa Tengah,Daop IV Semarang,PT,Tidak beroperasi
Patikraja,Jawa Tengah,Daop V Purwokerto,PTR,Tidak beroperasi
Patuguran,Jawa Tengah,Daop V Purwokerto,PAT,Beroperasi
Patukan,D.I Yogyakarta,Daop VI Yogyakarta,PTN,Beroperasi
Payaman,Jawa Tengah,Daop VI Yogyakarta,PYM,Tidak beroperasi
Pegaden Baru,Jawa Barat,Daop III Cirebon,PGB,Beroperasi
Pegangsaan,DKI Jakarta,Daop I Jakarta,PGS,Tidak beroperasi
"Pehsentee
d.h. Kepung",Jawa Timur,Daop VII Madiun,PST,Tidak beroperasi
Pekalongan,Jawa Tengah,Daop IV Semarang,PK,Beroperasi
"Pekalongan Pelabuhan
d.h. Pekalongan-Boom",Jawa Tengah,Daop IV Semarang,-,Tidak beroperasi
Pelem,Jawa Timur,Daop VII Madiun,PEL,Tidak beroperasi
Pemalang,Jawa Tengah,Daop IV Semarang,PML,Beroperasi
"Pendrikan
d.h. Semarang SCS[e]",Jawa Tengah,Daop IV Semarang,-,Tidak beroperasi
Perning,Jawa Timur,Daop VIII Surabaya,PEN,Tidak beroperasi
Pesantren,Jawa Timur,Daop VII Madiun,PES,Tidak beroperasi
Pesing,DKI Jakarta,Daop I Jakarta,PSG,Beroperasi
Petarukan,Jawa Tengah,Daop IV Semarang,PTA,Beroperasi
Peterongan,Jawa Timur,Daop VII Madiun,PTR,Beroperasi
Petung,Jawa Timur,Daop IX Jember,PET,Tidak beroperasi
Pirusa,Jawa Barat,Daop II Bandung,PSA,Tidak beroperasi
Plabuan,Jawa Tengah,Daop IV Semarang,PLB,Beroperasi
Plampangan,Jawa Timur,Daop VIII Surabaya,PAG,Tidak beroperasi
Plered,Jawa Barat,Daop II Bandung,PLD,Beroperasi
Ploso,Jawa Timur,Daop VII Madiun,POS,Tidak beroperasi
Plumpang,Jawa Timur,Daop VIII Surabaya,PMG,Tidak beroperasi
Pohgajih,Jawa Timur,Daop VIII Surabaya,PGJ,Beroperasi
Pondok Cina,Jawa Barat,Daop I Jakarta,POC,Beroperasi
Pondok Jati,DKI Jakarta,Daop I Jakarta,POK,Beroperasi
Pondok Leungsir,Jawa Barat,Daop I Jakarta,PON,Tidak beroperasi
Pondok Ranji,Banten,Daop I Jakarta,PDJ,Beroperasi
Pondok Rajeg,Jawa Barat,Daop I Jakarta,PDRG,Reaktivasi
Pondok Terong,Jawa Barat,Daop I Jakarta,PTO,Tidak beroperasi
Ponorogo,Jawa Timur,Daop VII Madiun,PO,Tidak beroperasi
"Porong
d.h. Porrong",Jawa Timur,Daop VIII Madiun,PR,Beroperasi
Poris,Banten,Daop I Jakarta,PI,Beroperasi
Prajekan,Jawa Timur,Daop IX Jember,PRJ,Tidak beroperasi
Prambon,Jawa Timur,Daop VIII Surabaya,PBN,Tidak beroperasi
Prembun,Jawa Tengah,Daop V Purwokerto,PRB,Beroperasi
Pringkasap,Jawa Barat,Daop III Cirebon,PRI,Beroperasi
Probolinggo,Jawa Timur,Daop IX Jember,PB,Beroperasi
"Probolinggo Pelabuhan
d.h. Probolinggo-Boom",Jawa Timur,Daop IX Jember,PBH,Tidak beroperasi
Prupuk,Jawa Tengah,Daop V Purwokerto,PPK,Beroperasi
Puger,Jawa Timur,Daop IX Jember,-,Tidak beroperasi
Pugeran,Jawa Timur,Daop VIII Surabaya,PGR,Tidak beroperasi
Pulorejo,Jawa Timur,Daop VII Madiun,PLR,Tidak beroperasi
Pundong,D.I Yogyakarta,Daop VI Yogyakarta,PUG,Tidak beroperasi
Purbalingga,Jawa Tengah,Daop V Purwokerto,PBG,Tidak beroperasi
Purwareja,Jawa Tengah,Daop V Purwokerto,PWJ[f],Tidak beroperasi
Purwakarta,Jawa Barat,Daop II Bandung,PWK,Beroperasi
Purwoasri,Jawa Timur,Daop VII Madiun,PWA,Beroperasi
Purwodadi,Jawa Tengah,Daop IV Semarang,PW,Tidak beroperasi
"Purwokerto
d.h. Poerwokerto SS, Poerwokerto-West",Jawa Tengah,Daop V Purwokerto,PWT,Beroperasi
"Purwokerto Timur
d.h. Poerwokerto SDS, Poerwokerto-Oost",Jawa Tengah,Daop V Purwokerto,PKT[g],Tidak beroperasi
Purwonegoro,Jawa Tengah,Daop V Purwokerto,PRW,Tidak beroperasi
Purworejo,Jawa Tengah,Daop V Purwokerto,PWR,Tidak beroperasi
Purwosari,Jawa Tengah,Daop VI Yogyakarta,PWS,Beroperasi
Pucuk,Jawa Timur,Daop VIII Surabaya,PC,Beroperasi
R,,,,
Nama stasiun,Provinsi,Daerah Operasi/Divisi Regional,Singkatan stasiun,Kondisi
Rajamandala,Jawa Barat,Daop II Bandung,RM,Beroperasi terbatas
Rajapolah,Jawa Barat,Daop II Bandung,RJP,Beroperasi
Rajawali,DKI Jakarta,Daop I Jakarta,RJW,Beroperasi
Rambipuji,Jawa Timur,Daop IX Jember,RBP,Beroperasi
Rancaekek,Jawa Barat,Daop II Bandung,RCK,Beroperasi
Randegan,Jawa Tengah,Daop V Purwokerto,RDN,Beroperasi
Randuagung,Jawa Timur,Daop IX Jember,RDA,Beroperasi
Randublatung,Jawa Tengah,Daop IV Semarang,RBG,Beroperasi
"Rangkasbitung
d.h. Rangkasbetoeng",Banten,Daop I Jakarta,RK,Beroperasi
Ranji,Jawa Barat,Daop II Bandung,RI,Tidak beroperasi
Ranuyoso,Jawa Timur,Daop IX Jember,RN,Beroperasi
Rawatamtu,Jawa Timur,Daop IX Jember,RWT,Tidak beroperasi
Rawabebek,Jawa Barat,Daop I Jakarta,RWB,Tidak beroperasi
Rawa Buntu,Banten,Daop I Jakarta,RU,Beroperasi
Rawa Buaya,DKI Jakarta,Daop I Jakarta,RW,Beroperasi
Rejoso,Jawa Timur,Daop IX Jember,RO,Beroperasi
Rejotangan,Jawa Timur,Daop VII Madiun,RJ,Beroperasi
Rembang,Jawa Tengah,Daop IV Semarang,RB,Tidak beroperasi
Rembang Pelabuhan,Jawa Tengah,Daop IV Semarang,RPB,Tidak beroperasi
Rendeh,Jawa Barat,Daop II Bandung,RH,Beroperasi
Rengasdengklok,Jawa Barat,Daop I Jakarta,RDK,Tidak beroperasi
Rengasbandung,Jawa Barat,Daop I Jakarta,RBG,Tidak beroperasi
Rewulu,D.I Yogyakarta,Daop VI Yogyakarta,RWL,Beroperasi
Roban,Jawa Tengah,Daop IV Semarang,RBN,Tidak beroperasi
Rogojampi,Jawa Timur,Daop IX Jember,RGP,Beroperasi
S,,,,
Nama stasiun,Provinsi,Daerah Operasi/Divisi Regional,Singkatan stasiun,Kondisi
Sadang,Jawa Barat,Daop II Bandung,SAD,Tidak beroperasi
Saketi,Banten,Daop I Jakarta,STI,Tidak beroperasi
Salem,Jawa Tengah,Daop VI Yogyakarta,SLM,Beroperasi
Salemba,DKI Jakarta,Daop I Jakarta,SLB,Tidak beroperasi
"Samarang
d.h. Kemidjen NIS, Samarang NIS[h]",Jawa Tengah,Daop IV Semarang,-,Tidak beroperasi
Sampang,Jawa Timur,Daop VIII Surabaya,SPG,Tidak beroperasi
Saradan,Jawa Timur,Daop VII Madiun,SRD,Beroperasi
Sasaksaat,Jawa Barat,Daop II Bandung,SKT,Beroperasi
Sawah Besar,DKI Jakarta,Daop I Jakarta,SWB,Beroperasi
Sawotratap,Jawa Timur,Daop VIII Surabaya,STP,Tidak beroperasi
Sayung,Jawa Tengah,Daop IV Semarang,SYG,Tidak beroperasi
Secang,Jawa Tengah,Daop VI Yogyakarta,SCA,Tidak beroperasi
Sedadi,Jawa Tengah,Daop IV Semarang,SDI,Beroperasi
Sedayu (ke Dpt),Jawa Timur,Daop VIII Surabaya,SEA,Tidak beroperasi
Sedayu (ke Yk),D.I Yogyakarta,Daop VI Yogyakarta,SDY,Tidak beroperasi
Selajambe,Jawa Barat,Daop II Bandung,SLJ,Tidak beroperasi
"Semarang Gudang
d.h. Semarang-goederenstation",Jawa Tengah,Daop IV Semarang,SMG,Tidak beroperasi
"Semarang Pelabuhan
d.h. Samarang-haven",Jawa Tengah,Daop IV Semarang,SMH,Tidak beroperasi
"Semarang Poncol
d.h. Semarang SCS, Semarang-West[i]",Jawa Tengah,Daop IV Semarang,SMC,Beroperasi
"Semarang Tawang
d.h. Tawang NIS, Semarang NIS[j]",Jawa Tengah,Daop IV Semarang,SMT,Beroperasi
Sembung (Bj),Jawa Timur,Daop VIII Surabaya,SEG,Tidak beroperasi
Sembung (Jg),Jawa Timur,Daop VII Madiun,SMB,Beroperasi
Semen,Jawa Tengah,Daop VI Yogyakarta,SEM,Tidak beroperasi
Sempolan,Jawa Timur,Daop IX Jember,SPL,Beroperasi
Sengon,Jawa Timur,Daop VIII Surabaya,SN,Beroperasi
Sentolo,D.I Yogyakarta,Daop VI Yogyakarta,STL,Beroperasi
Sepanjang,Jawa Timur,Daop VIII Surabaya,SPJ,Beroperasi
Serang,Banten,Daop I Jakarta,SG,Beroperasi
Serpong,Banten,Daop I Jakarta,SRP,Beroperasi
"Sewugalur
d.h. Sewoe-Galoor",D.I Yogyakarta,Daop VI Yogyakarta,-,Tidak beroperasi
Sidareja,Jawa Tengah,Daop V Purwokerto,SDR,Beroperasi
Sidoarjo,Jawa Timur,Daop VIII Surabaya,SDA,Beroperasi
Sidotopo,Jawa Timur,Daop VIII Surabaya,SDT,Beroperasi
Sikampuh,Jawa Tengah,Daop V Purwokerto,SKP,Beroperasi
Silebu,Banten,Daop I Jakarta,SIB,Tidak beroperasi
"Sindanglaut
d.h. Sindanglaoet SS",Jawa Barat,Daop III Cirebon,SDU,Beroperasi
"Sindanglaut SCS
d.h. Sindanglaoet SCS",Jawa Barat,Daop III Cirebon,-,Tidak beroperasi
Singaparna,Jawa Barat,Daop II Bandung,SPA,Tidak beroperasi
Singojuruh,Jawa Timur,Daop IX Jember,SGJ,Beroperasi
Singosari,Jawa Timur,Daop VIII Surabaya,SGS,Beroperasi
Sitinggil,Jawa Tengah,Daop V Purwokerto,SIL,Tidak beroperasi
Situbondo,Jawa Timur,Daop IX Jember,SIT,Tidak beroperasi
Situbondo Gudang,Jawa Timur,Daop IX Jember,SITG,Tidak beroperasi
Slahung,Jawa Timur,Daop VII Madiun,SLH,Tidak beroperasi
Slawi,Jawa Tengah,Daop V Purwokerto,SLW,Beroperasi
Sleko,Jawa Timur,Daop VII Madiun,SLE,Tidak beroperasi
Sleman,D.I Yogyakarta,Daop VI Yogyakarta,SMN,Tidak beroperasi
Soekarno-Hatta,Banten,Daop I Jakarta,BST,Beroperasi
Socah,Jawa Timur,Daop VIII Surabaya,SOC,Tidak beroperasi
Soka,Jawa Tengah,Daop V Purwokerto,SOA,Tidak Beroperasi
Sokaraja,Jawa Tengah,Daop V Purwokerto,SOK,Tidak beroperasi
Solo Balapan,Jawa Tengah,Daop VI Yogyakarta,SLO,Beroperasi
Solo Jebres,Jawa Tengah,Daop VI Yogyakarta,SK,Beroperasi
